Season,Round,Team A,Team B,Team A SRS,Team B SRS,Team A ORtg,Team B ORtg,Team A DRtg,Team B DRtg,Winner,Team A Age,Team B Age,Team A W,Team B W,Team A L,Team B L,Team A PW,Team B PW,Team A PL,Team B PL,Team A MOV,Team B MOV,Team A SOS,Team B SOS,Team A NRtg,Team B NRtg,Team A Pace,Team B Pace,Team A FTr,Team B FTr,Team A 3PAr,Team B 3PAr,Team A TS%,Team B TS%
2015,Conference Finals,Golden State Warriors,Houston Rockets,10.01,3.82,111.6,107.0,101.4,103.4,Golden State Warriors,26.6,27.6,67,56,15,26,65,50,17,32,10.1,3.44,-0.09,0.38,10.2,3.6,98.3,96.5,0.239,0.312,0.311,0.392,0.571,0.548
2015,NBA Finals,Golden State Warriors,Cleveland Cavaliers,10.01,4.08,111.6,111.1,101.4,106.3,Golden State Warriors,26.6,26.9,67,53,15,29,65,53,17,29,10.1,4.48,-0.09,-0.4,10.2,4.8,98.3,92.3,0.239,0.287,0.311,0.334,0.571,0.557
2016,First Round,Atlanta Hawks,Boston Celtics,3.49,2.84,105.1,106.8,101.4,103.6,Atlanta Hawks,28.2,25.2,48,48,34,34,51,50,31,32,3.61,3.21,-0.12,-0.37,3.7,3.2,97.1,98.5,0.237,0.264,0.336,0.293,0.552,0.531
2016,First Round,Cleveland Cavaliers,Detroit Pistons,5.45,0.43,110.9,106.1,104.5,105.5,Cleveland Cavaliers,28.1,25.0,57,44,25,38,57,43,25,39,6.0,0.61,-0.55,-0.18,6.4,0.6,93.3,95.1,0.259,0.296,0.352,0.303,0.558,0.522
2016,First Round,Miami Heat,Charlotte Hornets,1.5,2.36,106.1,107.2,104.4,104.3,Miami Heat,28.4,26.0,48,48,34,34,46,49,36,33,1.65,2.72,-0.14,-0.36,1.7,2.9,93.6,95.6,0.282,0.28,0.221,0.348,0.545,0.545
2016,First Round,Toronto Raptors,Indiana Pacers,4.08,1.62,110.0,104.6,105.2,102.9,Toronto Raptors,26.3,26.9,56,45,26,37,53,46,29,36,4.5,1.71,-0.42,-0.09,4.8,1.7,92.9,96.6,0.328,0.268,0.287,0.27,0.552,0.536
2016,First Round,Golden State Warriors,Houston Rockets,10.38,0.34,114.5,108.3,103.8,108.1,Golden State Warriors,27.4,27.8,73,41,9,41,65,42,17,40,10.76,0.2,-0.38,0.14,10.7,0.2,99.3,97.6,0.25,0.352,0.362,0.37,0.593,0.553
2016,First Round,Oklahoma City Thunder,Dallas Mavericks,7.09,-0.02,113.1,106.7,105.6,107.0,Oklahoma City Thunder,25.8,30.3,55,42,27,40,59,40,23,42,7.28,-0.3,-0.19,0.29,7.5,-0.3,96.7,94.3,0.292,0.265,0.275,0.339,0.565,0.544
2016,First Round,Portland Trail Blazers,Los Angeles Clippers,0.98,4.13,108.8,108.3,108.0,103.8,Portland Trail Blazers,24.3,29.7,44,53,38,29,43,53,39,29,0.83,4.28,0.15,-0.15,0.8,4.5,96.0,95.8,0.268,0.318,0.332,0.324,0.548,0.556
2016,First Round,San Antonio Spurs,Memphis Grizzlies,10.28,-2.14,110.3,105.4,99.0,107.8,San Antonio Spurs,30.3,30.5,67,42,15,40,67,35,15,47,10.63,-2.24,-0.36,0.11,11.3,-2.4,93.8,93.3,0.246,0.295,0.223,0.222,0.564,0.524
2016,Conference Semifinals,Cleveland Cavaliers,Atlanta Hawks,5.45,3.49,110.9,105.1,104.5,101.4,Cleveland Cavaliers,28.1,28.2,57,48,25,34,57,51,25,31,6.0,3.61,-0.55,-0.12,6.4,3.7,93.3,97.1,0.259,0.237,0.352,0.336,0.558,0.552
2016,Conference Semifinals,Toronto Raptors,Miami Heat,4.08,1.5,110.0,106.1,105.2,104.4,Toronto Raptors,26.3,28.4,56,48,26,34,53,46,29,36,4.5,1.65,-0.42,-0.14,4.8,1.7,92.9,93.6,0.328,0.282,0.287,0.221,0.552,0.545
2016,Conference Semifinals,Golden State Warriors,Portland Trail Blazers,10.38,0.98,114.5,108.8,103.8,108.0,Golden State Warriors,27.4,24.3,73,44,9,38,65,43,17,39,10.76,0.83,-0.38,0.15,10.7,0.8,99.3,96.0,0.25,0.268,0.362,0.332,0.593,0.548
2016,Conference Semifinals,Oklahoma City Thunder,San Antonio Spurs,7.09,10.28,113.1,110.3,105.6,99.0,Oklahoma City Thunder,25.8,30.3,55,67,27,15,59,67,23,15,7.28,10.63,-0.19,-0.36,7.5,11.3,96.7,93.8,0.292,0.246,0.275,0.223,0.565,0.564
2016,Conference Finals,Cleveland Cavaliers,Toronto Raptors,5.45,4.08,110.9,110.0,104.5,105.2,Cleveland Cavaliers,28.1,26.3,57,56,25,26,57,53,25,29,6.0,4.5,-0.55,-0.42,6.4,4.8,93.3,92.9,0.259,0.328,0.352,0.287,0.558,0.552
2016,Conference Finals,Golden State Warriors,Oklahoma City Thunder,10.38,7.09,114.5,113.1,103.8,105.6,Golden State Warriors,27.4,25.8,73,55,9,27,65,59,17,23,10.76,7.28,-0.38,-0.19,10.7,7.5,99.3,96.7,0.25,0.292,0.362,0.275,0.593,0.565
2016,NBA Finals,Cleveland Cavaliers,Golden State Warriors,5.45,10.38,110.9,114.5,104.5,103.8,Cleveland Cavaliers,28.1,27.4,57,73,25,9,57,65,25,17,6.0,10.76,-0.55,-0.38,6.4,10.7,93.3,99.3,0.259,0.25,0.352,0.362,0.558,0.593
2017,First Round,Boston Celtics,Chicago Bulls,2.25,0.03,111.2,107.4,108.4,107.0,Boston Celtics,25.9,26.9,53,41,29,41,48,42,34,40,2.63,0.43,-0.39,-0.39,2.8,0.4,96.8,95.3,0.273,0.259,0.393,0.256,0.567,0.53
2017,First Round,Cleveland Cavaliers,Indiana Pacers,2.87,-0.64,113.6,108.6,110.3,108.8,Cleveland Cavaliers,29.2,27.0,51,42,31,40,49,40,33,42,3.18,-0.22,-0.31,-0.42,3.3,-0.2,96.2,95.9,0.275,0.261,0.399,0.272,0.58,0.558
2017,First Round,Toronto Raptors,Milwaukee Bucks,3.65,-0.45,112.3,109.1,107.8,109.3,Toronto Raptors,26.1,25.6,51,42,31,40,52,40,30,42,4.21,-0.18,-0.56,-0.26,4.5,-0.2,94.7,94.5,0.293,0.274,0.289,0.29,0.561,0.565
2017,First Round,Washington Wizards,Atlanta Hawks,1.36,-1.23,111.2,104.9,109.3,105.7,Washington Wizards,26.0,27.9,49,43,33,39,46,39,36,43,1.8,-0.85,-0.45,-0.38,1.9,-0.8,97.4,97.4,0.254,0.295,0.284,0.309,0.564,0.541
2017,First Round,Golden State Warriors,Portland Trail Blazers,11.35,-0.23,115.6,110.3,104.0,110.8,Golden State Warriors,28.2,24.8,67,41,15,41,67,40,15,42,11.63,-0.52,-0.28,0.3,11.6,-0.5,99.8,96.7,0.259,0.275,0.359,0.322,0.597,0.559
2017,First Round,Houston Rockets,Oklahoma City Thunder,5.84,1.14,114.7,108.3,109.0,107.5,Houston Rockets,27.4,24.7,55,47,27,35,55,43,27,39,5.77,0.76,0.08,0.39,5.7,0.8,100.0,97.8,0.304,0.295,0.462,0.295,0.583,0.54
2017,First Round,San Antonio Spurs,Memphis Grizzlies,7.13,0.96,111.1,107.7,103.5,107.1,San Antonio Spurs,29.6,29.5,61,43,21,39,60,42,22,40,7.2,0.49,-0.06,0.47,7.6,0.6,94.2,92.3,0.263,0.28,0.281,0.316,0.564,0.535
2017,First Round,Utah Jazz,Los Angeles Clippers,4.0,4.42,109.6,112.7,105.3,108.2,Utah Jazz,26.8,30.0,51,51,31,31,52,52,30,30,3.94,4.29,0.06,0.13,4.3,4.5,91.6,96.1,0.288,0.312,0.327,0.329,0.563,0.574
2017,Conference Semifinals,Boston Celtics,Washington Wizards,2.25,1.36,111.2,111.2,108.4,109.3,Boston Celtics,25.9,26.0,53,49,29,33,48,46,34,36,2.63,1.8,-0.39,-0.45,2.8,1.9,96.8,97.4,0.273,0.254,0.393,0.284,0.567,0.564
2017,Conference Semifinals,Cleveland Cavaliers,Toronto Raptors,2.87,3.65,113.6,112.3,110.3,107.8,Cleveland Cavaliers,29.2,26.1,51,51,31,31,49,52,33,30,3.18,4.21,-0.31,-0.56,3.3,4.5,96.2,94.7,0.275,0.293,0.399,0.289,0.58,0.561
2017,Conference Semifinals,Golden State Warriors,Utah Jazz,11.35,4.0,115.6,109.6,104.0,105.3,Golden State Warriors,28.2,26.8,67,51,15,31,67,52,15,30,11.63,3.94,-0.28,0.06,11.6,4.3,99.8,91.6,0.259,0.288,0.359,0.327,0.597,0.563
2017,Conference Semifinals,San Antonio Spurs,Houston Rockets,7.13,5.84,111.1,114.7,103.5,109.0,San Antonio Spurs,29.6,27.4,61,55,21,27,60,55,22,27,7.2,5.77,-0.06,0.08,7.6,5.7,94.2,100.0,0.263,0.304,0.281,0.462,0.564,0.583
2017,Conference Finals,Cleveland Cavaliers,Boston Celtics,2.87,2.25,113.6,111.2,110.3,108.4,Cleveland Cavaliers,29.2,25.9,51,53,31,29,49,48,33,34,3.18,2.63,-0.31,-0.39,3.3,2.8,96.2,96.8,0.275,0.273,0.399,0.393,0.58,0.567
2017,Conference Finals,Golden State Warriors,San Antonio Spurs,11.35,7.13,115.6,111.1,104.0,103.5,Golden State Warriors,28.2,29.6,67,61,15,21,67,60,15,22,11.63,7.2,-0.28,-0.06,11.6,7.6,99.8,94.2,0.259,0.263,0.359,0.281,0.597,0.564
2017,NBA Finals,Golden State Warriors,Cleveland Cavaliers,11.35,2.87,115.6,113.6,104.0,110.3,Golden State Warriors,28.2,29.2,67,51,15,31,67,49,15,33,11.63,3.18,-0.28,-0.31,11.6,3.3,99.8,96.2,0.259,0.275,0.359,0.399,0.597,0.58
2018,First Round,Boston Celtics,Milwaukee Bucks,3.23,-0.45,107.6,109.8,103.9,110.1,Boston Celtics,24.7,25.9,55,44,27,38,51,40,31,42,3.59,-0.3,-0.35,-0.15,3.7,-0.3,96.0,96.3,0.243,0.281,0.357,0.297,0.552,0.571
2018,First Round,Cleveland Cavaliers,Indiana Pacers,0.59,1.18,112.9,109.5,111.9,108.1,Cleveland Cavaliers,30.6,26.2,50,48,32,34,43,45,39,37,0.94,1.38,-0.35,-0.2,1.0,1.4,98.0,96.0,0.275,0.222,0.379,0.284,0.584,0.557
2018,First Round,Philadelphia 76ers,Miami Heat,4.3,0.15,109.5,106.8,105.0,106.3,Philadelphia 76ers,25.8,26.5,52,44,30,38,53,42,29,40,4.5,0.48,-0.2,-0.33,4.5,0.5,99.8,95.6,0.263,0.229,0.344,0.358,0.568,0.551
2018,First Round,Toronto Raptors,Washington Wizards,7.29,0.53,113.8,109.3,105.9,108.7,Toronto Raptors,25.8,26.9,59,43,23,39,60,43,22,39,7.78,0.59,-0.49,-0.06,7.9,0.6,97.4,96.6,0.25,0.254,0.377,0.31,0.575,0.56
2018,First Round,Golden State Warriors,San Antonio Spurs,5.79,2.89,113.6,107.9,107.7,104.8,Golden State Warriors,28.8,29.3,58,47,24,35,56,49,26,33,5.98,2.89,-0.19,0.0,5.9,3.1,99.6,95.0,0.239,0.245,0.339,0.282,0.603,0.543
2018,First Round,Houston Rockets,Minnesota Timberwolves,8.21,2.35,114.7,113.4,106.1,111.1,Houston Rockets,29.8,27.1,65,47,17,35,61,47,21,35,8.48,2.23,-0.27,0.12,8.6,2.3,97.6,96.0,0.298,0.28,0.502,0.261,0.59,0.566
2018,First Round,New Orleans Pelicans,Portland Trail Blazers,1.48,2.6,109.6,109.1,108.3,106.4,New Orleans Pelicans,27.6,25.6,48,49,34,33,44,48,38,34,1.3,2.6,0.18,0.0,1.3,2.7,100.5,96.5,0.237,0.24,0.319,0.324,0.573,0.549
2018,First Round,Utah Jazz,Oklahoma City Thunder,4.47,3.42,108.4,110.7,103.9,107.2,Utah Jazz,26.7,27.3,48,48,34,34,53,50,29,32,4.3,3.41,0.17,0.0,4.5,3.5,95.7,96.7,0.26,0.275,0.357,0.345,0.564,0.546
2018,Conference Semifinals,Boston Celtics,Philadelphia 76ers,3.23,4.3,107.6,109.5,103.9,105.0,Boston Celtics,24.7,25.8,55,52,27,30,51,53,31,29,3.59,4.5,-0.35,-0.2,3.7,4.5,96.0,99.8,0.243,0.263,0.357,0.344,0.552,0.568
2018,Conference Semifinals,Cleveland Cavaliers,Toronto Raptors,0.59,7.29,112.9,113.8,111.9,105.9,Cleveland Cavaliers,30.6,25.8,50,59,32,23,43,60,39,22,0.94,7.78,-0.35,-0.49,1.0,7.9,98.0,97.4,0.275,0.25,0.379,0.377,0.584,0.575
2018,Conference Semifinals,Golden State Warriors,New Orleans Pelicans,5.79,1.48,113.6,109.6,107.7,108.3,Golden State Warriors,28.8,27.6,58,48,24,34,56,44,26,38,5.98,1.3,-0.19,0.18,5.9,1.3,99.6,100.5,0.239,0.237,0.339,0.319,0.603,0.573
2018,Conference Semifinals,Houston Rockets,Utah Jazz,8.21,4.47,114.7,108.4,106.1,103.9,Houston Rockets,29.8,26.7,65,48,17,34,61,53,21,29,8.48,4.3,-0.27,0.17,8.6,4.5,97.6,95.7,0.298,0.26,0.502,0.357,0.59,0.564
2018,Conference Finals,Cleveland Cavaliers,Boston Celtics,0.59,3.23,112.9,107.6,111.9,103.9,Cleveland Cavaliers,30.6,24.7,50,55,32,27,43,51,39,31,0.94,3.59,-0.35,-0.35,1.0,3.7,98.0,96.0,0.275,0.243,0.379,0.357,0.584,0.552
2018,Conference Finals,Golden State Warriors,Houston Rockets,5.79,8.21,113.6,114.7,107.7,106.1,Golden State Warriors,28.8,29.8,58,65,24,17,56,61,26,21,5.98,8.48,-0.19,-0.27,5.9,8.6,99.6,97.6,0.239,0.298,0.339,0.502,0.603,0.59
2018,NBA Finals,Golden State Warriors,Cleveland Cavaliers,5.79,0.59,113.6,112.9,107.7,111.9,Golden State Warriors,28.8,30.6,58,50,24,32,56,43,26,39,5.98,0.94,-0.19,-0.35,5.9,1.0,99.6,98.0,0.239,0.275,0.339,0.379,0.603,0.584
2019,First Round,Boston Celtics,Indiana Pacers,3.9,2.76,112.2,109.9,107.8,106.5,Boston Celtics,25.7,27.0,49,48,33,34,52,50,30,32,4.44,3.33,-0.54,-0.57,4.4,3.4,99.6,98.1,0.215,0.242,0.381,0.292,0.567,0.561
2019,First Round,Milwaukee Bucks,Detroit Pistons,8.04,-0.56,113.8,109.0,105.2,109.2,Milwaukee Bucks,26.9,26.9,60,41,22,41,61,40,21,42,8.87,-0.24,-0.82,-0.31,8.6,-0.2,103.3,97.4,0.255,0.262,0.419,0.394,0.583,0.544
2019,First Round,Philadelphia 76ers,Brooklyn Nets,2.25,-0.4,112.6,109.6,110.0,109.7,Philadelphia 76ers,26.4,25.4,51,42,31,40,48,41,34,41,2.7,-0.07,-0.44,-0.33,2.6,-0.1,101.6,100.8,0.312,0.284,0.342,0.403,0.574,0.556
2019,First Round,Toronto Raptors,Orlando Magic,5.49,0.28,113.1,108.9,107.1,108.1,Toronto Raptors,27.3,25.7,58,42,24,40,56,43,26,39,6.09,0.71,-0.6,-0.43,6.0,0.8,100.2,98.1,0.247,0.216,0.379,0.36,0.579,0.55
2019,First Round,Denver Nuggets,San Antonio Spurs,4.19,1.8,113.0,112.9,108.9,111.2,Denver Nuggets,24.9,28.8,54,48,28,34,51,45,31,37,3.95,1.68,0.24,0.12,4.1,1.7,97.7,98.3,0.232,0.237,0.348,0.286,0.558,0.572
2019,First Round,Golden State Warriors,Los Angeles Clippers,6.42,1.09,115.9,112.4,109.5,111.5,Golden State Warriors,28.4,27.2,57,48,25,34,56,43,26,39,6.46,0.85,-0.04,0.23,6.4,0.9,100.9,101.7,0.227,0.326,0.384,0.295,0.596,0.575
2019,First Round,Houston Rockets,Utah Jazz,4.96,5.28,115.5,110.9,110.7,105.7,Houston Rockets,29.2,27.3,53,50,29,32,53,54,29,28,4.77,5.26,0.19,0.03,4.8,5.2,97.9,100.3,0.279,0.295,0.519,0.394,0.581,0.572
2019,First Round,Portland Trail Blazers,Oklahoma City Thunder,4.43,3.56,114.7,110.3,110.5,107.0,Portland Trail Blazers,26.2,25.7,53,49,29,33,51,50,31,32,4.2,3.4,0.24,0.15,4.2,3.3,99.1,102.8,0.258,0.266,0.339,0.347,0.568,0.545
2019,Conference Semifinals,Milwaukee Bucks,Boston Celtics,8.04,3.9,113.8,112.2,105.2,107.8,Milwaukee Bucks,26.9,25.7,60,49,22,33,61,52,21,30,8.87,4.44,-0.82,-0.54,8.6,4.4,103.3,99.6,0.255,0.215,0.419,0.381,0.583,0.567
2019,Conference Semifinals,Toronto Raptors,Philadelphia 76ers,5.49,2.25,113.1,112.6,107.1,110.0,Toronto Raptors,27.3,26.4,58,51,24,31,56,48,26,34,6.09,2.7,-0.6,-0.44,6.0,2.6,100.2,101.6,0.247,0.312,0.379,0.342,0.579,0.574
2019,Conference Semifinals,Golden State Warriors,Houston Rockets,6.42,4.96,115.9,115.5,109.5,110.7,Golden State Warriors,28.4,29.2,57,53,25,29,56,53,26,29,6.46,4.77,-0.04,0.19,6.4,4.8,100.9,97.9,0.227,0.279,0.384,0.519,0.596,0.581
2019,Conference Semifinals,Portland Trail Blazers,Denver Nuggets,4.43,4.19,114.7,113.0,110.5,108.9,Portland Trail Blazers,26.2,24.9,53,54,29,28,51,51,31,31,4.2,3.95,0.24,0.24,4.2,4.1,99.1,97.7,0.258,0.232,0.339,0.348,0.568,0.558
2019,Conference Finals,Toronto Raptors,Milwaukee Bucks,5.49,8.04,113.1,113.8,107.1,105.2,Toronto Raptors,27.3,26.9,58,60,24,22,56,61,26,21,6.09,8.87,-0.6,-0.82,6.0,8.6,100.2,103.3,0.247,0.255,0.379,0.419,0.579,0.583
2019,Conference Finals,Golden State Warriors,Portland Trail Blazers,6.42,4.43,115.9,114.7,109.5,110.5,Golden State Warriors,28.4,26.2,57,53,25,29,56,51,26,31,6.46,4.2,-0.04,0.24,6.4,4.2,100.9,99.1,0.227,0.258,0.384,0.339,0.596,0.568
2019,NBA Finals,Toronto Raptors,Golden State Warriors,5.49,6.42,113.1,115.9,107.1,109.5,Toronto Raptors,27.3,28.4,58,57,24,25,56,56,26,26,6.09,6.46,-0.6,-0.04,6.0,6.4,100.2,100.9,0.247,0.227,0.379,0.384,0.579,0.596
2020,First Round,Boston Celtics,Philadelphia 76ers,5.83,2.25,113.3,111.3,107.0,109.0,Boston Celtics,25.3,26.3,48,43,24,30,50,42,22,31,6.31,2.38,-0.47,-0.13,6.3,2.3,99.5,99.0,0.259,0.255,0.386,0.36,0.57,0.566
2020,First Round,Miami Heat,Indiana Pacers,2.59,1.63,112.5,110.0,109.5,108.0,Miami Heat,25.9,25.6,44,45,29,28,43,41,30,32,2.95,1.96,-0.35,-0.33,3.0,2.0,98.3,98.9,0.299,0.216,0.419,0.317,0.587,0.565
2020,First Round,Milwaukee Bucks,Orlando Magic,9.41,-0.93,112.4,108.5,102.9,109.5,Milwaukee Bucks,29.2,26.1,56,33,17,40,57,34,16,39,10.08,-1.01,-0.67,0.09,9.5,-1.0,105.1,98.6,0.271,0.256,0.428,0.364,0.583,0.544
2020,First Round,Toronto Raptors,Brooklyn Nets,5.97,-1.01,111.1,108.9,105.0,109.5,Toronto Raptors,26.6,26.3,53,35,19,37,50,35,22,37,6.24,-0.57,-0.26,-0.44,6.1,-0.6,100.9,101.4,0.264,0.267,0.421,0.423,0.574,0.554
2020,First Round,Denver Nuggets,Utah Jazz,2.35,2.52,113.1,112.3,111.0,109.9,Denver Nuggets,25.6,27.3,46,44,27,28,41,42,32,30,2.11,2.47,0.24,0.05,2.1,2.4,97.1,98.6,0.235,0.268,0.344,0.414,0.567,0.585
2020,First Round,Houston Rockets,Oklahoma City Thunder,3.13,2.33,112.9,110.8,110.1,108.8,Houston Rockets,29.2,25.5,44,44,28,28,42,41,30,31,2.96,1.99,0.17,0.34,2.8,2.0,103.7,98.8,0.288,0.29,0.501,0.353,0.578,0.573
2020,First Round,Los Angeles Clippers,Dallas Mavericks,6.66,4.87,113.9,116.7,107.6,111.7,Los Angeles Clippers,27.4,26.1,49,43,23,32,50,49,22,26,6.44,4.95,0.21,-0.07,6.3,5.0,101.5,99.3,0.295,0.264,0.375,0.457,0.577,0.581
2020,First Round,Los Angeles Lakers,Portland Trail Blazers,6.28,-0.61,112.0,113.7,106.3,114.8,Los Angeles Lakers,29.5,27.5,52,35,19,39,48,34,23,40,5.79,-1.15,0.49,0.54,5.7,-1.1,100.9,100.7,0.276,0.242,0.358,0.374,0.573,0.57
2020,Conference Semifinals,Boston Celtics,Toronto Raptors,5.83,5.97,113.3,111.1,107.0,105.0,Boston Celtics,25.3,26.6,48,53,24,19,50,50,22,22,6.31,6.24,-0.47,-0.26,6.3,6.1,99.5,100.9,0.259,0.264,0.386,0.421,0.57,0.574
2020,Conference Semifinals,Miami Heat,Milwaukee Bucks,2.59,9.41,112.5,112.4,109.5,102.9,Miami Heat,25.9,29.2,44,56,29,17,43,57,30,16,2.95,10.08,-0.35,-0.67,3.0,9.5,98.3,105.1,0.299,0.271,0.419,0.428,0.587,0.583
2020,Conference Semifinals,Denver Nuggets,Los Angeles Clippers,2.35,6.66,113.1,113.9,111.0,107.6,Denver Nuggets,25.6,27.4,46,49,27,23,41,50,32,22,2.11,6.44,0.24,0.21,2.1,6.3,97.1,101.5,0.235,0.295,0.344,0.375,0.567,0.577
2020,Conference Semifinals,Los Angeles Lakers,Houston Rockets,6.28,3.13,112.0,112.9,106.3,110.1,Los Angeles Lakers,29.5,29.2,52,44,19,28,48,42,23,30,5.79,2.96,0.49,0.17,5.7,2.8,100.9,103.7,0.276,0.288,0.358,0.501,0.573,0.578
2020,Conference Finals,Miami Heat,Boston Celtics,2.59,5.83,112.5,113.3,109.5,107.0,Miami Heat,25.9,25.3,44,48,29,24,43,50,30,22,2.95,6.31,-0.35,-0.47,3.0,6.3,98.3,99.5,0.299,0.259,0.419,0.386,0.587,0.57
2020,Conference Finals,Los Angeles Lakers,Denver Nuggets,6.28,2.35,112.0,113.1,106.3,111.0,Los Angeles Lakers,29.5,25.6,52,46,19,27,48,41,23,32,5.79,2.11,0.49,0.24,5.7,2.1,100.9,97.1,0.276,0.235,0.358,0.344,0.573,0.567
2020,NBA Finals,Los Angeles Lakers,Miami Heat,6.28,2.59,112.0,112.5,106.3,109.5,Los Angeles Lakers,29.5,25.9,52,44,19,29,48,43,23,30,5.79,2.95,0.49,-0.35,5.7,3.0,100.9,98.3,0.276,0.299,0.358,0.419,0.573,0.587
2021,First Round,Atlanta Hawks,New York Knicks,2.14,2.13,115.7,110.6,113.3,108.2,Atlanta Hawks,25.4,25.6,41,41,31,31,41,41,31,31,2.32,2.31,-0.18,-0.18,2.4,2.4,97.6,95.9,0.278,0.242,0.382,0.347,0.581,0.559
2021,First Round,Brooklyn Nets,Boston Celtics,4.24,1.32,118.3,114.0,113.8,112.5,Brooklyn Nets,28.2,25.1,48,36,24,36,46,39,26,33,4.5,1.46,-0.27,-0.14,4.5,1.5,99.5,98.3,0.258,0.234,0.413,0.409,0.61,0.574
2021,First Round,Milwaukee Bucks,Miami Heat,5.57,-0.06,117.2,111.2,111.4,111.2,Milwaukee Bucks,28.1,27.4,46,40,26,32,48,36,24,36,5.89,0.03,-0.32,-0.09,5.8,0.0,102.2,96.6,0.233,0.252,0.404,0.432,0.593,0.581
2021,First Round,Philadelphia 76ers,Washington Wizards,5.28,-1.85,113.2,111.2,107.6,113.0,Philadelphia 76ers,27.1,26.6,49,34,23,38,48,32,24,40,5.58,-1.83,-0.31,-0.01,5.6,-1.8,99.5,104.1,0.293,0.288,0.347,0.319,0.579,0.569
2021,First Round,Denver Nuggets,Portland Trail Blazers,4.82,1.81,117.1,117.8,112.1,116.0,Denver Nuggets,26.1,27.4,47,42,25,30,47,40,25,32,4.93,1.79,-0.11,0.01,5.0,1.8,97.1,98.4,0.219,0.238,0.383,0.448,0.588,0.577
2021,First Round,Los Angeles Clippers,Dallas Mavericks,6.02,2.26,117.6,115.4,111.2,113.0,Los Angeles Clippers,28.8,26.3,47,42,25,30,49,41,23,31,6.18,2.26,-0.16,-0.01,6.4,2.4,96.9,97.3,0.222,0.242,0.4,0.436,0.599,0.582
2021,First Round,Phoenix Suns,Los Angeles Lakers,5.67,2.77,117.2,109.9,111.3,107.1,Phoenix Suns,26.6,28.2,51,42,21,30,49,42,23,30,5.82,2.79,-0.15,-0.03,5.9,2.8,97.2,98.7,0.212,0.271,0.392,0.363,0.597,0.569
2021,First Round,Utah Jazz,Memphis Grizzlies,8.97,1.07,117.6,112.0,108.3,111.0,Utah Jazz,28.5,24.2,52,38,20,34,55,38,17,34,9.25,1.03,-0.29,0.04,9.3,1.0,98.5,100.4,0.244,0.232,0.488,0.342,0.597,0.56
2021,Conference Semifinals,Atlanta Hawks,Philadelphia 76ers,2.14,5.28,115.7,113.2,113.3,107.6,Atlanta Hawks,25.4,27.1,41,49,31,23,41,48,31,24,2.32,5.58,-0.18,-0.31,2.4,5.6,97.6,99.5,0.278,0.293,0.382,0.347,0.581,0.579
2021,Conference Semifinals,Milwaukee Bucks,Brooklyn Nets,5.57,4.24,117.2,118.3,111.4,113.8,Milwaukee Bucks,28.1,28.2,46,48,26,24,48,46,24,26,5.89,4.5,-0.32,-0.27,5.8,4.5,102.2,99.5,0.233,0.258,0.404,0.413,0.593,0.61
2021,Conference Semifinals,Los Angeles Clippers,Utah Jazz,6.02,8.97,117.6,117.6,111.2,108.3,Los Angeles Clippers,28.8,28.5,47,52,25,20,49,55,23,17,6.18,9.25,-0.16,-0.29,6.4,9.3,96.9,98.5,0.222,0.244,0.4,0.488,0.599,0.597
2021,Conference Semifinals,Phoenix Suns,Denver Nuggets,5.67,4.82,117.2,117.1,111.3,112.1,Phoenix Suns,26.6,26.1,51,47,21,25,49,47,23,25,5.82,4.93,-0.15,-0.11,5.9,5.0,97.2,97.1,0.212,0.219,0.392,0.383,0.597,0.588
2021,Conference Finals,Milwaukee Bucks,Atlanta Hawks,5.57,2.14,117.2,115.7,111.4,113.3,Milwaukee Bucks,28.1,25.4,46,41,26,31,48,41,24,31,5.89,2.32,-0.32,-0.18,5.8,2.4,102.2,97.6,0.233,0.278,0.404,0.382,0.593,0.581
2021,Conference Finals,Phoenix Suns,Los Angeles Clippers,5.67,6.02,117.2,117.6,111.3,111.2,Phoenix Suns,26.6,28.8,51,47,21,25,49,49,23,23,5.82,6.18,-0.15,-0.16,5.9,6.4,97.2,96.9,0.212,0.222,0.392,0.4,0.597,0.599
2021,NBA Finals,Milwaukee Bucks,Phoenix Suns,5.57,5.67,117.2,117.2,111.4,111.3,Milwaukee Bucks,28.1,26.6,46,51,26,21,48,49,24,23,5.89,5.82,-0.32,-0.15,5.8,5.9,102.2,97.2,0.233,0.212,0.404,0.392,0.593,0.597
2022,First Round,Boston Celtics,Brooklyn Nets,7.02,0.82,114.4,113.6,106.9,112.8,Boston Celtics,26.1,29.1,51,44,31,38,59,43,23,39,7.28,0.78,-0.26,0.04,7.5,0.8,96.6,99.0,0.239,0.246,0.425,0.359,0.578,0.576
2022,First Round,Miami Heat,Atlanta Hawks,4.23,1.55,113.7,116.5,109.1,114.9,Miami Heat,28.2,26.1,53,43,29,39,53,45,29,37,4.45,1.56,-0.22,-0.01,4.6,1.6,95.9,97.7,0.252,0.253,0.422,0.39,0.584,0.581
2022,First Round,Milwaukee Bucks,Chicago Bulls,3.22,-0.38,115.1,113.2,111.8,113.6,Milwaukee Bucks,28.5,26.3,51,46,31,36,49,40,33,42,3.35,-0.39,-0.14,0.02,3.3,-0.4,99.9,98.3,0.257,0.248,0.43,0.332,0.58,0.579
